2,2,0
2,2,0
0,0,0
0,0,0
1,0,1
1,1,0
0,0,0
2,0,2
1,1,0
1,1,0
1,1,0
0,0,0
1,1,0
1,1,0
0,0,0
1,1,0
1,0,1
1,0,1
0,0,0
1,0,1
0,0,0
1,0,1
1,0,1
4,4,0
1,1,0
2,0,2
1,0,1
0,0,0
3,3,0
2,2,0
0,0,0
1,1,0
0,0,0
1,1,0
0,0,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
1,0,1
1,1,0
2,0,2
2,0,2
1,1,0
1,1,0
1,1,0
1,0,1
0,0,0
0,0,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
2,2,0
1,1,0
2,2,0
1,0,1
1,1,0
0,0,0
0,0,0
1,0,1
0,0,0
1,1,0
0,0,0
3,0,3
1,1,0
1,0,1
1,1,0
1,0,1
4,4,0
2,2,0
1,0,1
1,1,0
4,1,3
2,2,0
1,0,1
1,0,1
49,45,4
8,7,1
0,0,0
0,0,0
2,1,1
6,6,0
1,1,0
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
5,5,0
1,0,1
0,0,0
0,0,0
2,0,2
1,0,1
1,1,0
1,1,0
2,1,1
1,1,0
1,1,0
0,0,0
2,1,1
0,0,0
1,1,0
1,0,1
1,1,0
0,0,0
2,2,0
2,2,0
0,0,0
0,0,0
1,0,1
1,0,1
1,0,1
1,0,1
0,0,0
0,0,0
1,1,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
1,0,1
1,1,0
0,0,0
0,0,0
4,4,0
1,1,0
2,2,0
3,2,1
1,0,1
1,0,1
1,0,1
0,0,0
1,0,1
1,1,0
1,1,0
0,0,0
0,0,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
1,0,1
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,3
1,1,0
1,0,1
1,0,1
1,0,1
0,0,0
2,1,1
2,1,1
1,0,1
0,0,0
0,0,0
0,0,0
5,3,2
0,0,0
0,0,0
1,0,1
1,0,1
1,1,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,1,1
1,0,1
0,0,0
1,1,0
0,0,0
1,1,0
1,0,1
0,0,0
0,0,0
0,0,0
1,1,0
1,0,1
3,2,1
1,0,1
0,0,0
1,0,1
3,3,0
1,1,0
1,0,1
0,0,0
0,0,0
0,0,0
1,0,1
1,1,0
0,0,0
0,0,0
2,0,2
1,0,1
0,0,0
1,1,0
0,0,0
1,1,0
1,0,1
1,0,1
0,0,0
0,0,0
1,0,1
1,0,1
0,0,0
3,0,3
0,0,0
2,1,1
1,0,1
2,0,2
2,0,2
2,1,1
0,0,0
0,0,0
1,0,1
1,0,1
0,0,0
1,0,1
1,0,1
1,0,1
2,0,2
2,0,2
4,3,1
1,1,0
1,0,1
0,0,0
0,0,0
0,0,0
2,1,1
1,1,0
1,0,1
0,0,0
1,0,1
0,0,0
2,1,1
2,1,1
2,1,1
4,1,3
0,0,0
1,0,1
1,0,1
1,0,1
0,0,0
0,0,0
1,0,1
2,0,2
0,0,0
2,0,2
1,0,1
1,0,1
1,0,1
1,0,1
1,1,0
1,0,1
1,0,1
0,0,0
1,0,1
1,1,0
0,0,0
0,0,0
3,0,3
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,3
2,1,1
2,0,2
2,0,2
0,0,0
0,0,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
1,0,1
1,0,1
0,0,0
1,0,1
1,0,1
1,0,1
3,0,3
1,0,1
0,0,0
0,0,0
1,0,1
0,0,0
2,0,2
0,0,0
1,0,1
0,0,0
2,0,2
3,0,3
3,0,3
1,1,0
0,0,0
1,0,1
2,0,2
1,0,1
0,0,0
0,0,0
0,0,0
1,0,1
0,0,0
0,0,0
3,3,0
1,0,1
1,0,1
3,0,3
1,0,1
0,0,0
1,0,1
2,0,2
1,0,1
1,1,0
2,1,1
1,0,1
1,1,0
1,0,1
1,0,1
0,0,0
0,0,0
1,0,1
1,0,1
0,0,0
1,0,1
0,0,0
0,0,0
0,0,0
1,0,1
4,1,3
2,1,1
2,0,2
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,1
0,0,0
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
0,0,0
1,0,1
2,1,1
1,0,1
1,0,1
2,0,2
1,0,1
1,0,1
0,0,0
1,0,1
1,0,1
12,0,12
0,0,0
4,0,4
4,0,4
4,0,4
1,0,1
0,0,0
2,0,2
0,0,0
1,0,1
1,0,1
0,0,0
0,0,0
1,0,1
1,0,1
1,0,1
0,0,0
0,0,0
3,0,3
2,0,2
0,0,0
7,0,7
1,0,1
1,0,1
1,0,1
3,0,3
1,0,1
3,0,3
1,0,1
1,0,1
1,0,1
3,3,0
0,0,0
1,0,1
1,1,0
1,1,0
0,0,0
1,0,1
1,0,1
1,0,1
1,0,1
0,0,0
1,0,1
0,0,0
1,0,1
0,0,0
2,0,2
1,0,1
0,0,0
2,0,2
0,0,0
0,0,0
1,0,1
0,0,0
1,0,1
1,0,1
1,1,0
1,0,1
1,0,1
2,1,1
1,1,0
1,0,1
1,1,0
2,0,2
1,0,1
1,0,1
1,0,1
2,2,0
1,1,0
1,1,0
1,1,0
1,1,0
3,3,0
2,2,0
1,0,1
1,1,0
2,0,2
1,1,0
3,3,0
1,1,0
1,1,0
0,0,0
1,1,0
1,1,0
1,1,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
4,1,3
4,1,3
4,1,3
4,1,3
0,0,0
1,1,0
1,1,0
1,1,0
1,0,1
1,0,1
0,0,0
0,0,0
0,0,0
1,0,1
1,1,0
0,0,0
1,0,1
0,0,0
2,1,1
1,0,1
2,1,1
2,0,2
1,0,1
1,1,0
0,0,0
1,0,1
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
5,0,5
1,1,0
1,1,0
1,0,1
0,0,0
1,0,1
2,2,0
1,1,0
0,0,0
2,2,0
2,2,0
1,0,1
1,1,0
0,0,0
4,1,3
1,0,1
1,0,1
1,0,1
2,2,0
1,1,0
0,0,0
1,0,1
1,0,1
1,1,0
3,2,1
2,1,1
1,0,1
0,0,0
1,0,1
0,0,0
0,0,0
1,1,0
1,1,0
1,1,0
0,0,0
0,0,0
0,0,0
1,0,1
1,1,0
1,1,0
0,0,0
0,0,0
1,0,1
1,0,1
0,0,0
3,3,0
3,3,0
0,0,0
0,0,0
1,0,1
1,0,1
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5,4,1
1,0,1
0,0,0
0,0,0
0,0,0
1,1,0
1,0,1
2,2,0
0,0,0
1,0,1
1,0,1
1,0,1
1,0,1
1,1,0
0,0,0
0,0,0
1,1,0
1,1,0
1,0,1
0,0,0
1,1,0
0,0,0
0,0,0
1,0,1
1,1,0
0,0,0
0,0,0
1,0,1
1,1,0
1,0,1
0,0,0
1,0,1
0,0,0
0,0,0
2,0,2
2,0,2
0,0,0
0,0,0
1,0,1
0,0,0
2,2,0
2,2,0
1,0,1
3,1,2
1,1,0
3,2,1
1,1,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
1,0,1
1,0,1
1,0,1
1,1,0
0,0,0
0,0,0
2,0,2
1,1,0
1,1,0
1,1,0
1,1,0
1,0,1
1,1,0
1,1,0
0,0,0
2,0,2
1,1,0
0,0,0
1,0,1
0,0,0
0,0,0
0,0,0
1,0,1
0,0,0
1,0,1
1,0,1
1,1,0
2,0,2
0,0,0
2,2,0
0,0,0
1,0,1
0,0,0
1,0,1
1,0,1
1,0,1
1,0,1
7,7,0
0,0,0
0,0,0
0,0,0
2,0,2
1,0,1
0,0,0
1,0,1
1,0,1
1,0,1
1,1,0
1,0,1
73,31,42
0,0,0
1,0,1
0,0,0
1,0,1
1,0,1
1,0,1
1,0,1
1,1,0
0,0,0
0,0,0
2,0,2
0,0,0
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,1,0
0,0,0
1,0,1
1,0,1
2,0,2
2,0,2
0,0,0
1,0,1
1,0,1
1,0,1
0,0,0
1,0,1
1,0,1
0,0,0
1,0,1
1,0,1
1,0,1
2,0,2
0,0,0
1,0,1
1,0,1
2,0,2
1,0,1
1,0,1
1,1,0
1,0,1
0,0,0
1,0,1
1,0,1
2,0,2
1,0,1
1,0,1
0,0,0
2,0,2
2,0,2
2,0,2
0,0,0
1,1,0
0,0,0
0,0,0
1,0,1
0,0,0
1,0,1
1,1,0
1,1,0
0,0,0
0,0,0
2,2,0
0,0,0
0,0,0
1,0,1
0,0,0
2,0,2
3,0,3
1,1,0
2,1,1
0,0,0
0,0,0
0,0,0
1,0,1
1,0,1
0,0,0
0,0,0
0,0,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
1,0,1
0,0,0
1,0,1
0,0,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
3,0,3
2,0,2
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
3,0,3
0,0,0
1,0,1
0,0,0
