,e_0,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,e_9,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_90,e_91,e_92,e_93,e_94,e_95,e_96,e_97,e_98,e_99,e_100,e_101,e_102,e_103,e_104,e_105,e_106,e_107,e_108,e_109,e_110,e_111,e_112,e_113,e_114,e_115,e_116,e_117,e_118,e_119,e_120,e_121,e_122,e_123,e_124,e_125,e_126,e_127,e_128,e_129,e_130,e_131,e_132,e_133,e_134,e_135,e_136,e_137,e_138,e_139,e_140,e_141,e_142,e_143,e_144,e_145,e_146,e_147,e_148,e_149,e_150,e_151,e_152,e_153,e_154,e_155,e_156,e_157,e_158,e_159,e_160,e_161,e_162,e_163,e_164,e_165,e_166,e_167,e_168,e_169,e_170,e_171,e_172,e_173,e_174,e_175,e_176,e_177,e_178,e_179,e_180,e_181,e_182,e_183,e_184,e_185,e_186,e_187,e_188,e_189,e_190,e_191,e_192,e_193,e_194,e_195,e_196,e_197,e_198,e_199
0,1.60205,1.58822,1.57357,1.55886,1.54454,1.53077,1.51818,1.50687,1.49692,1.4881,1.48032,1.47342,1.46719,1.46147,1.45614,1.45114,1.44637,1.44178,1.43732,1.43299,1.43255,1.43211,1.43167,1.43123,1.4308,1.43037,1.42993,1.42948,1.42904,1.42859,1.42855,1.4285,1.42846,1.42841,1.42837,1.42832,1.42827,1.42823,1.42818,1.42813,1.42809,1.42804,1.42799,1.42794,1.4279,1.42785,1.4278,1.42775,1.4277,1.42766,1.42761,1.42756,1.42751,1.42746,1.42741,1.42736,1.42731,1.42726,1.42721,1.42716,1.42711,1.42706,1.42701,1.42696,1.42691,1.42686,1.42681,1.42675,1.4267,1.42665,1.4266,1.42655,1.4265,1.42644,1.42639,1.42634,1.42628,1.42623,1.42618,1.42613,1.42607,1.42602,1.42597,1.42591,1.42586,1.42581,1.42575,1.4257,1.42565,1.42559,1.42554,1.42549,1.42543,1.42538,1.42533,1.42527,1.42522,1.42517,1.42511,1.42506,1.425,1.42495,1.4249,1.42484,1.42479,1.42473,1.42468,1.42463,1.42457,1.42452,1.42446,1.42441,1.42435,1.4243,1.42424,1.42419,1.42413,1.42408,1.42403,1.42397,1.42392,1.42386,1.42381,1.42376,1.4237,1.42365,1.42359,1.42354,1.42348,1.42343,1.42337,1.42332,1.42326,1.42321,1.42315,1.4231,1.42305,1.42299,1.42294,1.42288,1.42283,1.42277,1.42272,1.42267,1.42261,1.42256,1.4225,1.42245,1.42239,1.42234,1.42228,1.42223,1.42217,1.42212,1.42206,1.42201,1.42195,1.4219,1.42184,1.42179,1.42173,1.42168,1.42163,1.42157,1.42152,1.42146,1.42141,1.42136,1.4213,1.42125,1.42119,1.42114,1.42108,1.42103,1.42098,1.42092,1.42087,1.42081,1.42076,1.42071,1.42065,1.4206,1.42055,1.42049,1.42044,1.42039,1.42033,1.42028,1.42022,1.42017,1.42012,1.42006,1.42001,1.41996,1.4199,1.41985,1.41979,1.41974,1.41968,1.41963
